canonical_smiles,pchembl_value,assay_description,chembl_id,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount
O=C(O)CCCC[C@@H]1CCSS1,5.55,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL134342,206.332,2.7851000000000017,37.3,1,3,5,1,0,0.875,12
O=C(O)COn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc21,5.32,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL400585,313.2690000000001,2.1247000000000007,107.49000000000001,1,5,5,3,3,0.06666666666666667,23
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Cl)cc3)C2)CC1,5.19,Transactivation of PXR in human HepG2 cells,CHEMBL3917666,644.0049999999999,6.421900000000004,91.75,1,4,6,4,2,0.48148148148148145,42
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,6.2,Transactivation of PXR in human HepG2 cells,CHEMBL3944677,768.119,7.947400000000006,100.97999999999999,1,5,9,5,3,0.4117647058823529,51
O=C1/C(=C\c2cccs2)CCC/C1=C/c1cccs1,5.1000000000000005,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1702784,286.42099999999994,5.029600000000003,17.07,0,3,2,3,2,0.1875,19
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,4.583333333333333,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL300555,379.46000000000015,2.2549,54.040000000000006,1,5,3,5,2,0.4090909090909091,28
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,4.5,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL79834,383.4670000000001,3.0231000000000012,44.81,1,4,6,4,2,0.4090909090909091,28
O=C1c2ccccc2-c2nc3ccccc3nc21,5.91,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1392445,232.242,2.8412000000000006,42.85,0,3,0,4,3,0.0,18
O=C1c2nc3ccccc3n2CCN1CCCCOc1ccc(OC(F)(F)F)cc1,5.11,Activation of PXR (unknown origin),CHEMBL4780781,419.403,4.249900000000004,56.59,0,4,7,4,3,0.3333333333333333,30
O=S(=O)(NNc1ncc(C(F)(F)F)cc1Cl)c1ccc(F)cc1F,5.47,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1476893,387.71700000000004,3.3374000000000006,71.09,2,4,4,2,2,0.08333333333333333,24
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,4.8,Activation of PXR (unknown origin),CHEMBL4061793,430.9580000000003,3.7767000000000026,74.33,2,6,6,4,2,0.47058823529411764,27
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.64,Transactivation of PXR in human HepG2 cells,CHEMBL4555738,488.85200000000015,6.627600000000003,34.14,0,2,4,3,2,0.4,31
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.0,Transactivation of PXR in human HepG2 cells,CHEMBL4467967,472.3970000000001,6.358300000000003,34.14,0,2,4,3,2,0.4,31
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,8.0,Transactivation of PXR in human HepG2 cells,CHEMBL4591380,470.4060000000001,5.3811000000000035,54.370000000000005,1,3,4,3,2,0.4,31
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33,Transactivation of PXR in human HepG2 cells,CHEMBL4787430,596.5109999999999,7.883800000000004,43.370000000000005,0,3,7,4,3,0.3333333333333333,40
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.11,Transactivation of PXR in human HepG2 cells,CHEMBL4781699,560.5309999999998,7.605600000000004,43.370000000000005,0,3,7,4,3,0.3333333333333333,38
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.84,Transactivation of PXR in human HepG2 cells,CHEMBL4747951,636.629,9.272599999999999,43.370000000000005,0,3,8,5,4,0.2727272727272727,44
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33,Transactivation of PXR in human HepG2 cells,CHEMBL4756437,594.9759999999998,8.259000000000002,43.370000000000005,0,3,7,4,3,0.3333333333333333,39
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.2,Transactivation of PXR in human HepG2 cells,CHEMBL4793401,578.5209999999998,7.744700000000004,43.370000000000005,0,3,7,4,3,0.3333333333333333,39
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.89,Transactivation of PXR in human HepG2 cells,CHEMBL4800479,644.5269999999999,8.5042,52.60000000000001,0,4,8,4,3,0.35714285714285715,43
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Oc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.69,Transactivation of PXR in human HepG2 cells,CHEMBL4798289,546.5039999999999,7.467800000000003,43.370000000000005,0,3,6,4,3,0.3076923076923077,37
O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.6,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4212458,457.36699999999996,4.279400000000003,57.61,1,3,3,3,2,0.3333333333333333,30
O=S(=O)(c1ccc(F)cc1)N1CCSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.7,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4210791,475.40700000000004,4.438900000000003,57.61,1,4,3,3,2,0.29411764705882354,30
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.36,Transactivation of PXR in human HepG2 cells,CHEMBL3907312,471.39400000000006,3.8004000000000024,66.4,2,4,4,3,2,0.3684210526315789,31
O=S(=O)(c1ccc(F)cc1)[C@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.28,Transactivation of PXR in human HepG2 cells,CHEMBL4115190,471.39400000000006,3.8004000000000024,66.4,2,4,4,3,2,0.3684210526315789,31
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,8.1,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL62136,481.33599999999996,4.756400000000003,57.61,1,3,5,2,2,0.29411764705882354,31
O=[N+]([O-])c1cc(-c2nc(-c3ccncc3)no2)cc([N+](=O)[O-])c1,5.57,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1561576,313.22900000000004,2.615,138.09,0,8,4,3,3,0.0,23
O=[N+]([O-])c1cnc(Nc2ccc(Cl)cn2)c([N+](=O)[O-])c1,5.89,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1501549,295.64200000000005,2.6900000000000004,124.09,1,7,4,2,2,0.0,20
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.3420000000000005,Activation of PXR in human cryopreserved hepatocytes assessed as induction of CYP3A4 | Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis,CHEMBL13828,426.5640000000001,4.126900000000004,44.27,1,3,7,5,4,0.2962962962962963,32
O=c1nc(Nc2ccc(Br)cc2)sc2ccc([N+](=O)[O-])cc12,5.29,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1336615,378.2070000000001,4.070800000000002,85.13,1,6,3,3,3,0.0,22
OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,4.32,Activation of PXR (unknown origin),CHEMBL4457613,339.82600000000014,3.9060000000000024,50.42,1,3,4,5,3,0.3684210526315789,24
OCC(S)CS,4.8,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1597,124.23,0.20690000000000003,20.23,3,3,2,0,0,1.0,6
OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,Activation of PXR (unknown origin),CHEMBL4469684,327.8150000000001,3.387500000000002,50.42,1,3,5,4,3,0.3333333333333333,23
OCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,Activation of PXR (unknown origin),CHEMBL4563301,299.7610000000001,2.954900000000001,50.42,1,3,3,4,3,0.25,21
O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,5.24,Activation of human PXR,CHEMBL3827928,359.29400000000004,4.380700000000002,42.35000000000001,1,3,4,3,2,0.35294117647058826,25
Oc1c(Cl)cc(Cl)c2cccnc12,4.4,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL1200596,214.051,3.2472000000000003,33.120000000000005,1,2,0,2,2,0.0,13
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.45,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL290106,356.057,5.862600000000001,40.46,2,3,2,2,2,0.0,19
Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.58,Activation of PXR (unknown origin),CHEMBL3318968,377.83100000000013,4.960500000000003,59.650000000000006,1,4,4,5,4,0.14285714285714285,27
Oc1oc(-c2ccccc2)nc1/C=N/c1nccs1,4.91,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3190491,271.301,3.2543000000000006,71.51,1,6,3,3,3,0.0,19
[O-][n+]1onc2c1CCc1nnc(-c3ccccc3)cc1-2,5.55,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1430347,266.26000000000005,1.5306000000000002,78.75,0,5,1,4,3,0.14285714285714285,20
[O-][n+]1onc2c3cc(-c4ccccc4)nnc3ccc21,5.83,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1425667,264.244,2.0713999999999997,78.75,0,5,1,4,4,0.0,20
c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,4.13,"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL490592,253.33000000000004,3.9487000000000014,37.81,1,4,3,3,3,0.0,18
