canonical_smiles,pchembl_value,assay_description,chembl_id,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount
COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1OC,4.8149999999999995,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL2037345,296.3300000000001,3.0261000000000013,71.53,2,5,5,3,3,0.125,22
COc1ccc(C(=O)Nc2cc(OC)c(NC(=O)c3ccco3)cc2OC)cc1,5.75,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1318995,396.3990000000001,3.8100000000000023,99.03,2,6,7,3,3,0.14285714285714285,29
COc1ccc(C(C)(C)C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.42,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4861132,441.59700000000026,5.012120000000006,74.08,0,5,4,3,3,0.4166666666666667,31
COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,5.58,Transactivation of PXR (unknown origin),CHEMBL1800622,619.5240000000003,9.623999999999997,38.769999999999996,0,3,6,4,3,0.36666666666666664,43
COc1ccc(C(N)=O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.61,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4847654,428.51400000000024,2.8135200000000014,117.16999999999999,1,6,5,3,3,0.2857142857142857,30
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,5.75,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4866481,398.52800000000013,4.832440000000004,72.05,1,4,4,3,3,0.3181818181818182,28
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.0,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4850195,412.5550000000002,4.842840000000004,61.19,0,4,4,3,3,0.34782608695652173,29
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.16,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4873927,384.5010000000001,4.524020000000004,72.05,1,4,4,3,3,0.2857142857142857,27
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.0,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4874930,398.52800000000013,4.5344200000000034,61.19,0,4,4,3,3,0.3181818181818182,28
COc1ccc(C)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.22,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4858627,385.4890000000001,3.7146200000000027,74.08,0,5,4,3,3,0.3,27
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,6.8,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4856618,410.49900000000014,3.5863000000000023,97.87,0,6,4,3,3,0.2857142857142857,29
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.3,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4872210,427.5260000000002,3.917220000000003,91.15,0,6,5,3,3,0.3181818181818182,30
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.8,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4873947,400.50400000000013,3.296820000000001,100.1,1,6,4,3,3,0.3,28
COc1ccc(C)cc1N=C(N)Nc1nc(C)cc(C)n1,5.4,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1404230,285.351,2.4687600000000005,85.42,2,4,3,2,2,0.26666666666666666,21
COc1ccc(C2CNC(=O)OC2(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.7,Transactivation of PXR (unknown origin),CHEMBL4846038,716.5970000000003,9.417599999999998,77.10000000000001,1,5,5,6,3,0.4117647058823529,50
COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.09,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4847225,415.5150000000002,3.206920000000002,94.31,1,6,5,3,3,0.3333333333333333,29
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.3,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4865234,418.94600000000014,5.177420000000005,72.05,1,4,4,3,3,0.2857142857142857,28
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,5.92,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4847661,432.9730000000002,5.187820000000006,61.19,0,4,4,3,3,0.3181818181818182,29
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.44,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4850921,404.91900000000015,4.869000000000004,72.05,1,4,4,3,3,0.25,27
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,5.92,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4877373,418.9460000000002,4.879400000000005,61.19,0,4,4,3,3,0.2857142857142857,28
COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.11,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4850323,405.90700000000015,4.059600000000003,74.08,0,5,4,3,3,0.2631578947368421,27
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,7.1,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4877818,430.91700000000026,3.9312800000000028,97.87,0,6,4,3,3,0.25,29
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.7,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4870712,447.9440000000003,4.2622000000000035,91.15,0,6,5,3,3,0.2857142857142857,30
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.96,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4871664,420.92200000000025,3.6418000000000017,100.1,1,6,4,3,3,0.2631578947368421,28
COc1ccc(Cl)cc1C(=O)Nc1ccc(N(C)C(C)=O)cc1,5.55,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1414242,332.7870000000001,3.5836000000000015,58.64,1,3,4,2,2,0.17647058823529413,23
COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.62,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4868841,403.47900000000016,3.8537200000000036,74.08,0,5,4,3,3,0.3,28
COc1ccc(N2CCN(c3cc(C)c4ccc(O)cc4n3)CC2)cc1,5.46,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1432238,349.43400000000014,3.5840200000000024,48.83,1,5,3,4,3,0.2857142857142857,26
COc1ccc(NC(=O)c2ccc(C)cc2)c(OC)c1,5.42,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1213905,271.316,3.264520000000002,47.56,1,3,4,2,2,0.1875,20
COc1ccc(NC(=O)c2cccc3c(Br)cccc23)cc1,6.01,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1413196,356.21900000000005,4.8632000000000035,38.33,1,2,3,3,3,0.05555555555555555,22
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,5.22,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4860556,414.5270000000001,4.532620000000003,81.28,1,5,5,3,3,0.3181818181818182,29
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.92,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4848315,428.55400000000014,4.543020000000004,70.42000000000002,0,5,5,3,3,0.34782608695652173,30
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,6.16,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4851405,400.5000000000001,4.224200000000003,81.28,1,5,5,3,3,0.2857142857142857,28
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.4,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4878960,414.52700000000016,4.234600000000004,70.42000000000002,0,5,5,3,3,0.3181818181818182,29
COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,5.85,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4855978,401.4880000000001,3.4148000000000023,83.31,0,6,5,3,3,0.3,28
COc1ccc(OC)c(-n2nnc(S(=O)(=O)Cc3ccccc3)c2C)c1,5.47,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4852762,373.4340000000001,2.5668200000000008,83.31,0,6,6,3,3,0.2222222222222222,26
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,6.58,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4849908,426.49800000000016,3.286480000000002,107.1,0,7,5,3,3,0.2857142857142857,30
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C(C)=O)c1,5.72,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4877224,443.5250000000002,3.6174000000000026,100.38,0,7,6,3,3,0.3181818181818182,31
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2N)c1,6.37,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4850664,416.50300000000016,2.9970000000000008,109.33,1,7,5,3,3,0.3,29
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C)cc3)c2C)c1,5.68,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4847918,373.4340000000001,2.734140000000001,83.31,0,6,5,3,3,0.2222222222222222,26
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(Cl)cc3)c2C)c1,5.64,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4858908,393.8520000000001,3.0791200000000014,83.31,0,6,5,3,3,0.17647058823529413,26
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(N)cc3)c2C)c1,5.16,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4869921,374.4220000000001,2.00792,109.33,1,7,5,3,3,0.17647058823529413,26
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(O)cc3)c2C)c1,4.66,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4858404,375.40600000000006,2.1313199999999997,103.54,1,7,5,3,3,0.17647058823529413,26
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccccc3)c2C)c1,5.6,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4862843,359.40700000000004,2.42572,83.31,0,6,5,3,3,0.17647058823529413,25
COc1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,5.78,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4877391,389.43300000000016,2.4343200000000005,92.54000000000002,0,7,6,3,3,0.2222222222222222,27
COc1ccc([C@@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.36,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4863781,429.5420000000002,3.767920000000003,94.31,1,6,5,3,3,0.36363636363636365,30
COc1ccc([C@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.19,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4858090,429.5420000000002,3.767920000000003,94.31,1,6,5,3,3,0.36363636363636365,30
COc1ccc([C@H]2CCC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,6.52,Transactivation of PXR (unknown origin),CHEMBL4857594,700.5980000000003,9.1977,67.86999999999999,1,4,5,6,3,0.4117647058823529,49
COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,4.89,Transactivation of PXR (unknown origin),CHEMBL4868133,688.5430000000002,8.985,77.10000000000001,1,5,5,6,3,0.375,48
COc1cccc(C(=O)O/N=C(\N)c2ccc([N+](=O)[O-])cc2)c1,5.45,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1337776,315.285,2.0807,117.05000000000001,1,6,5,2,2,0.06666666666666667,23
COc1ccccc1-c1nnc(NC(C)=O)s1,4.96,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1324157,249.295,2.1720999999999995,64.11000000000001,1,5,3,2,2,0.18181818181818182,17
COc1ccccc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1,Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay,CHEMBL4871806,385.48900000000015,3.7146200000000027,74.08,0,5,4,3,3,0.3,27
COc1ccccc1C(=O)Nc1ccc(N2CCCCC2)cc1,5.54,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1518278,310.39700000000005,3.937800000000003,41.57,1,3,4,3,2,0.3157894736842105,23
COc1ccccc1NC(=O)Nc1cccnc1,5.65,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1567449,243.26600000000002,2.7342000000000004,63.25,2,3,3,2,2,0.07692307692307693,18
COc1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2OC)nc1,7.16,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1462325,377.4000000000001,3.6034000000000015,89.55,2,5,6,3,3,0.09523809523809523,28
COc1ccccc1NC(=O)c1ccc2c(c1)nnn2C,6.71,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1372374,282.303,2.2291999999999996,69.03999999999999,1,4,3,3,3,0.13333333333333333,21
COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],5.335,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1369106,320.3090000000001,1.1233999999999997,148.46,4,9,7,2,2,0.23076923076923078,23
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.933333333333334,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL957,551.6250000000002,4.203900000000004,145.65,2,10,10,4,4,0.25925925925925924,39
CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,6.16,Activation of PXR (unknown origin),CHEMBL3318969,439.92400000000026,4.658400000000003,73.56,0,5,5,5,4,0.18181818181818182,30
CSc1ncc(C(=O)Nc2ccc(Cl)cc2)c(C)n1,7.65,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1520832,293.77900000000005,3.4126200000000013,54.88,1,4,3,2,2,0.15384615384615385,19
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,4.52,Activation of human PXR expressed in human LS174T cells,CHEMBL269671,282.33599999999996,2.3949000000000007,53.99000000000001,0,5,0,5,0,0.9333333333333333,20
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.58,Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL384467,392.4670000000002,1.8957000000000002,94.83,3,5,2,4,0,0.7272727272727273,28
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,4.75,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL1766,376.4680000000002,2.7808000000000015,74.6,2,4,2,4,0,0.7272727272727273,27
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,4.99,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL3971179,394.4210000000001,4.394800000000003,63.4,1,2,6,3,3,0.13043478260869565,29
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1,5.32,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4780270,409.43600000000015,3.977000000000001,89.41999999999999,2,3,6,3,3,0.13043478260869565,30
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,4.92,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4791592,410.42000000000013,4.100400000000002,83.63,2,3,6,3,3,0.13043478260869565,30
C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,4.76,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL450613,322.401,3.290800000000003,86.99,3,5,0,2,1,0.6111111111111112,23
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,5.15,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL650,374.4770000000001,1.8036,94.83000000000001,3,5,2,4,0,0.7272727272727273,27
Cc1c(-c2cc[nH]n2)cc(NC(=O)c2ccc(Cl)cc2)c(=O)n1N,5.93,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1577703,343.7740000000001,2.16632,105.8,3,4,3,3,3,0.0625,24
