canonical_smiles,pchembl_value,assay_description,chembl_id
COc1ccccc1C(=O)Nc1ccc(N2CCCCC2)cc1,5.54,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1518278
COc1ccccc1NC(=O)Nc1cccnc1,5.65,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1567449
COc1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2OC)nc1,7.16,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1462325
COc1ccccc1NC(=O)c1ccc2c(c1)nnn2C,6.71,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1372374
COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],5.335,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1369106
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.933333333333334,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL957
CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,6.16,Activation of PXR (unknown origin),CHEMBL3318969
CSc1ncc(C(=O)Nc2ccc(Cl)cc2)c(C)n1,7.65,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1520832
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,4.52,Activation of human PXR expressed in human LS174T cells,CHEMBL269671
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.58,Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL384467
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,4.75,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL1766
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,4.99,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL3971179
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1,5.32,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4780270
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,4.92,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4791592
C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,4.76,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL450613
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,5.15,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL650
Cc1c(-c2cc[nH]n2)cc(NC(=O)c2ccc(Cl)cc2)c(=O)n1N,5.93,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1577703
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,4.903333333333333,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL408
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,5.234999999999999,Activation of PXR (unknown origin) | Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL3665949
Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,6.0,Transactivation of human PXR transfected in human HepG2 cells co-transfected with CYP3A4-Luc plasmid incubated for overnight by luciferase reporter gene assay,CHEMBL4753283
Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1,5.036666666666666,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL40883
Cc1cc(C)n2cc(-c3ccc(Cl)cc3)c(C(=O)O)c2n1,6.0,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1393674
Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,5.03,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1600251
Cc1cc(Nc2ccc(Br)cc2)n2nc(C)nc2n1,6.93,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL597452
Cc1cc(O)nc(N/N=C/c2ccc(Br)s2)n1,5.07,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3213880
Cc1cc(OC(F)F)ccc1NC(=O)c1cc(C(=O)NCc2ccc(F)cc2)c(F)cc1Cl,4.83,Transactivation of human PXR in human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter assessed as increase in luciferase activity incubated for 24 hrs by luminescence based analysis,CHEMBL5267263
Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,5.6,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4859029
Cc1ccc(-c2cc(-c3cccs3)[nH]n2)c(O)c1,5.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1421125
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(C(C)(C)O)c2)nc1,4.75,Activation of PXR (unknown origin),CHEMBL4227222
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(-c3ncccc3F)c2)nc1,5.22,Activation of PXR (unknown origin),CHEMBL2324351
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(C(C)(C)O)c2)nc1,5.7,Activation of PXR (unknown origin),CHEMBL4226706
Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,5.5,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4857145
Cc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc4c(c3)OCO4)c2=O)cc1C,5.11,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1303938
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,4.766666666666667,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL2104261
Cc1ccc(/C=N/n2cc(-c3ccccc3)nc2S)s1,5.84,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3189738
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,5.89,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL265502
Cc1ccc(C)c2sc(NC(=O)C3CC3)nc12,5.38,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1554350
Cc1ccc(N=C(S)c2nc3ccccc3[nH]2)c(C)c1,5.44,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1375468
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nc(=O)[nH]o3)cc3c2OCCCC3c2ccccc2)cc1,5.32,Transactivation of PXR (unknown origin),CHEMBL5273615
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OC(C)(C)[C@H]3c2ccccc2)cc1,4.82,Transactivation of PXR (unknown origin),CHEMBL5287356
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCC=CC3c2ccccc2)cc1,4.11,Transactivation of PXR (unknown origin),CHEMBL5272014
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCCCC3c2ccccc2)cc1,5.05,Transactivation of PXR (unknown origin),CHEMBL5267407
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2O[C@@H](C)C/C=C\[C@H]3c2ccccc2)cc1,4.96,Transactivation of PXR (unknown origin),CHEMBL5280327
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2OC(C(C)C)C(C)C)cc1,5.92,Transactivation of PXR (unknown origin),CHEMBL5286959
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nnn[nH]3)ccc2N(CC(C)C)CC(C)C)cc1,5.85,Transactivation of PXR (unknown origin),CHEMBL4207581
Cc1ccc(Nc2ncccc2C(N)=O)cc1,5.87,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1542516
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,4.9,Transactivation of PXR in human HepG2 cells,CHEMBL3985767
Cc1ccc2c(c1)c1nc3ccccc3nc1n2C,5.075,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1527352
Cc1ccc2cc3c(NC(=O)CC(C)C)nn(C)c3nc2c1,5.37,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1506957
Cc1ccc[n+](CC(=O)c2ccc(Br)cc2)c1C.[Br-],5.17,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1537068
Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,5.32,Transactivation of PXR in human HepG2 cells,CHEMBL3949984
Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12,4.16,"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1407509
Cc1ccccc1-c1nc(-c2cccnc2)no1,5.76,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1491587
Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,5.63,Transactivation of PXR in human HepG2 cells,CHEMBL4742212
Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.06,Activation of PXR (unknown origin),CHEMBL3318980
Cc1cnc(NC(=O)c2c(Cl)cnn2C)s1,5.23,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1427854
Cc1csc(NC(=O)CSc2ccc3nnc(-c4ccncc4)n3n2)n1,4.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1605416
Cc1csc(SCC(=O)Nc2ccc(Cl)cn2)n1,5.81,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1383970
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,5.1,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4860070
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,5.3,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4874182
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(CO)s1,4.89,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4871972
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,6.0,Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay,CHEMBL4866041
Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,4.72,Activation of PXR (unknown origin),CHEMBL3622879
Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,5.67,Activation of PXR (unknown origin) | Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL3622898
Cc1nc(Cl)sc1C(=O)Nc1ccc(C(F)(F)F)cc1,5.8,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1346834
Cc1nc(N)nc(Nc2ccc(Cl)cc2)c1Br,5.234999999999999,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1430231
Cc1nc(NC2=NCN(CCCN3CCOCC3)CN2)nc2c(C)cccc12,4.92,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL532504
Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,5.24,Transactivation of human PXR transfected in human HepG2 cells co-transfected with CYP3A4-Luc plasmid incubated for overnight by luciferase reporter gene assay,CHEMBL4454255
Cc1ncccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.55,Activation of PXR (unknown origin),CHEMBL3318972
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.92,Activation of PXR (unknown origin),CHEMBL5433486
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.21,Activation of PXR (unknown origin),CHEMBL5415209
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.85,Activation of PXR (unknown origin),CHEMBL5424264
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.34,Activation of PXR (unknown origin),CHEMBL5395864
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.96,Activation of PXR (unknown origin),CHEMBL5398126
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.28,Activation of PXR (unknown origin),CHEMBL5425600
Cc1nnc(-c2ccc(-c3cc(F)c(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.96,Activation of PXR (unknown origin),CHEMBL5409280
Cc1nnc(-c2ccc(-c3cc(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.6,Activation of PXR (unknown origin),CHEMBL5411678
Cc1nnc(-c2ccc(-c3ccc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.05,Activation of PXR (unknown origin),CHEMBL5403767
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.62,Activation of PXR (unknown origin),CHEMBL5439954
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.54,Activation of PXR (unknown origin),CHEMBL5400263
Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,4.57,Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL5424297
